,filename,duration,annotation_exist
620,02-10b059-DIA(L),186.27628117913832,True
621,02-01a003-DIA(L),191.64009070294784,True
622,02-10a056-CAM(L),181.71356009070294,False
623,02-12a068-DIA(E),185.8525170068027,False
624,02-05a026-DIA(E),184.62766439909296,False
625,02-05a027-B-CAM(E),188.9233560090703,True
626,02-04a021-DIA(L),176.92154195011338,True
627,02-08b047-CAM(E),182.8455328798186,False
628,02-06b035-B-CAM(X),179.86757369614512,False
629,02-10a057-DIA(L),188.84208616780046,True
630,02-03a014-B-CAM(L),185.91056689342403,True
631,02-05a025-DIA(E),190.26721088435374,False
632,02-06a032-DIA(L),192.02031746031747,False
633,02-09a051-DIA(E),198.18521541950113,True
634,02-01b006-B-CAM(L),182.47691609977323,False
635,02-02b012-DIA(E),130.39165532879818,True
636,02-08b047-DIA(E),176.80253968253967,False
637,02-01a002-B-CAM(L),185.9831292517007,False
638,02-10a057-CAM(L),202.637641723356,True
639,02-05a027-DIA(E),187.41986394557824,True
640,02-03a014-DIA(L),186.8045351473923,False
641,02-01b006-DIA(E),186.6942403628118,False
642,02-04b023-B-CAM(L),189.2861678004535,False
643,02-07a039-DIA(E),185.31845804988663,False
644,02-01a003-B-CAM(L),184.4709297052154,False
645,02-02b012-B-CAM(E),181.7077551020408,True
646,02-06b035-DIA(L),182.5726984126984,False
647,02-07a038-DIA(L),188.57795918367347,False
648,02-11b064-CAM(E),181.00244897959183,False
